"ISOAPL","ISOBMP","ISOTIP","ISOFIL","ISOALI","ISOLLN","ISOLNG","ISODSC","ISODFT","ISOFLG"
"TBK",123,"A","","",3,550,"BASE24-Servicio de cifrado de mensajería","",""
"TBK",124,"A","","",3,9,"BASE24-pos Batch and Shift Data","",""
"TBK",125,"A","","",3,12,"BASE24-pos Reserved6-Private","",""
"TBK",126,"A","","",3,50,"BASE24-pos Reserved6-Private","",""
"TBK",127,"A","","",3,250,"BASE24-pos Reserved8-Private","",""
"TST",1,"A","","",1,3,"Test","",""
"NT2",1,"A","","",0,16,"Primer Mapa de Bits","",""
"NT2",2,"A","","",2,19,"Numero de Tarjeta","","S"
"NT2",3,"A","","",0,6,"Código de Procesamiento","",""
"NT2",4,"A","","",0,12,"Valor de la transacción en la moneda de Orige","",""
"NT2",5,"A","","",0,12,"Valor de la transacción en Dólares","",""
"NT2",6,"A","","",0,12,"Valor de la Transacción en moneda local","",""
"NT2",7,"A","","",0,10,"Fecha y Hora","",""
"NT2",11,"A","","",0,6,"STAN (System Trace Audit Number)","",""
"NT2",12,"A","","",0,6,"Hora origen","",""
"NT2",13,"A","","",0,4,"Fecha origen","",""
"NT2",14,"A","","",0,4,"Expiration Date","",""
"NT2",15,"A","","",0,4,"Settlement Date","",""
"NT2",18,"A","","",0,4,"MCC - Ramo de Actividad del Comercio","",""
"NT2",19,"A","","",0,3,"Código de país del adquirente","",""
"NT2",21,"A","","",0,3,"Forwarding Institution Country Code","",""
"NT2",22,"A","","",0,3,"Modo de Entrada","",""
"NT2",32,"A","","",2,11,"Código de la red de origen","",""
"NT2",37,"A","","",0,12,"RRN - Número de Referencia","",""
"NT2",38,"A","","",0,6,"Numero de Autorización","",""
"NT2",39,"A","","",0,2,"Código de motivo de respuesta","",""
"NT2",41,"A","","",0,8,"Identificación del Terminal","",""
"NT2",42,"A","","",0,15,"Identificador del Comercio - PV","",""
"NT2",43,"A","","",0,40,"Nombre y Localización del Comercio","",""
"NT2",44,"A","","",2,26,"Código de Respuesta CVC2/CVV2","",""
"NT2",48,"A","","",3,100,"Indicador de Servicio de Seguridad","",""
"NT2",49,"A","","",0,3,"Código de Moneda de origen","",""
"NT2",50,"A","","",0,3,"Código de Moneda de Liquidación","",""
"NT2",51,"A","","",0,3,"Código de Moneda del Emisor","",""
"NT2",60,"A","","",2,15,"Tipo de Terminal","",""
"NT2",62,"A","","",0,259,"Verification token data","",""
"NT2",63,"A","","",3,50,"Network Data","",""
"NT2",67,"A","","",0,2,"Cantidad de Cuotas","",""
"NT2",70,"A","","",0,3,"Network Management Information code","",""
"NT2",71,"A","","",3,91,"Campo 128","",""
"NT2",72,"A","","",0,259,"Verification Token Data MCI","",""
"NT2",102,"A","","",2,28,"Account Identification","",""
"NT2",114,"A","","",3,512,"Datos Adicionales 1","",""
"NT2",115,"A","","",3,512,"Datos Adicionales 2","",""
"NT2",127,"A","","",0,171,"Fraude Score de Risk Center","",""
"MCD",74,"A","","",0,10,"Credits, Number","",""
"MCD",75,"A","","",0,10,"Credits, Rev Number","",""
"STI",5,"A","","",0,12,"Monto, Settlement","",""
"STI",6,"A","0","I",0,12,"Monto, moneda del emisor","",""
"STI",7,"A","","",0,10,"Transmisión Date/Time","",""
"STI",9,"A","0","I",0,8,"Tasa de conversión, settlement","",""
"STI",10,"A","0","I",0,3,"CVV2","",""
"STI",11,"A","","",0,6,"System Trace audit. Nro.","",""
"STI",12,"A","","",0,6,"Time, Local Transaction","",""
"STI",13,"A","","",0,4,"Date, Local Transaction","",""
"STI",14,"A","","",0,4,"Date, Expiration","","T"
"STI",15,"A","","",0,4,"Date, Settlement","",""
"STI",18,"A","","",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"STI",19,"A","","",0,3,"Código de país adquiriente","",""
"STI",21,"A","","",0,3,"Código del País Emisor","152",""
"STI",22,"A","","",0,3,"Modo de Entrada del PAN y del PIN","",""
"STI",25,"A","","",0,2,"Point of Service Condition Code","",""
"STI",26,"A","0","I",0,2,"Point Of Service Pin Capture Code","",""
"STI",31,"A","0","I",0,2,"BM031 Indicador POS","",""
"STI",32,"A","","",2,11,"Código de Identif. institución Adquiriente","",""
"STI",33,"A","0","I",1,7,"Forwarding Institution Code.","",""
"STI",35,"A","0","I",0,37,"Datos del Track II","",""
"STI",37,"A","0","I",0,12,"Número de Referencia","",""
"STI",38,"A","0","I",0,6,"Código de Autorización","",""
"STI",39,"A","0","I",0,2,"Código de Respuesta","",""
"STI",41,"A","0","I",0,8,"Número de Terminal","",""
"STI",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"STI",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"STI",44,"A","0","I",2,12,"código de autorización adicional","",""
"STI",45,"A","0","I",2,76,"Track I                               ^BM045!","",""
"STI",46,"A","0","I",2,20,"Datos Adicionales respuesta compra internet","",""
"STI",47,"A","0","I",3,165,"Datos Adicionales DICOM - Cámara","",""
"STI",48,"A","0","I",3,70,"Additional Data - Fechas Adicionales","",""
"STI",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"STI",50,"A","0","I",0,3,"Moneda usada para la reconciliación","",""
"STI",51,"A","0","I",0,1,"Campo 51 Satif","",""
"STI",52,"A","0","I",0,16,"Pin o Clave Personal","","T"
"STI",53,"A","0","I",0,16,"Nuevo Pin o Clave","",""
"STI",54,"A","0","I",3,220,"Montos o Saldos","",""
"STI",60,"A","0","I",3,34,"Advice/Reversal Reason Code","",""
"STI",61,"A","0","I",3,20,"Tasa de Interés","",""
"STI",62,"A","0","I",0,259,"Verification & Token Data","","T"
"STI",63,"A","0","I",3,200,"Network data","",""
"STI",67,"A","0","I",0,2,"Número de Cuotas","",""
"STI",68,"A","0","I",3,128,"Info canal de origen al Bridge (AZ7 4.2/4.1)","",""
"STI",70,"A","0","I",0,3,"Network Management Information code","",""
"STI",71,"A","0","I",3,91,"Campo 128 - GGP MasterCard","","T"
"STI",90,"A","0","I",0,42,"Original data elements","",""
"STI",91,"A","0","I",0,1,"File update code","",""
"STI",95,"A","0","I",0,42,"Replacement Amounts","",""
"STI",98,"A","0","I",0,25,"Nombre del Emisor","",""
"STI",100,"A","0","I",3,50,"Receiving Institution ID","",""
"STI",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"STI",102,"A","0","I",2,28,"Identificacion de la cuenta 1","",""
"STI",103,"A","0","I",2,28,"Identificacion de la cuenta 2","",""
"STI",104,"A","0","I",3,100,"Descripcion de la transaccion","",""
"STI",105,"A","0","I",3,512,"Large private Data 1 (UPC)","",""
"STI",106,"A","0","I",3,512,"Large private Data 2 (Compra por internet)","",""
"STI",107,"A","0","I",3,50,"Large private Data 3 (Campa¦as)","",""
"STI",108,"A","0","I",3,10,"Información Transacciones Diferidas","",""
"STI",109,"A","0","I",3,50,"Información de Puntos","",""
"STI",110,"A","0","I",3,51,"Información de la compra","",""
"STI",111,"A","0","I",3,110,"Nombre completo","",""
"STI",112,"A","0","I",3,20,"Indicadores del Cliente y cuenta","",""
"STI",113,"A","0","I",3,30,"Información Adicional Cliente 1","",""
"STI",114,"A","0","I",3,12,"Información De Estado De Elementos","",""
"STI",115,"A","0","I",3,15,"RUT Principal","",""
"STI",116,"A","0","I",3,30,"Número De Teléfono","",""
"STI",117,"A","0","I",3,999,"Datos Comunicación Switch Vs Canales","","T"
"STI",118,"A","0","I",3,512,"Datos De La Cuenta","",""
"STI",119,"A","0","I",3,512,"Datos Del Cross Referente","",""
"STI",120,"A","0","I",3,80,"Información Bancaria y De Cheque (DefxCMR)","",""
"STI",121,"A","0","I",3,512,"Montos Adicionales","",""
"STI",122,"A","0","I",3,512,"Datos Adicionales","",""
"STI",123,"A","0","I",3,512,"Reserved Private (AVS data)","",""
"STI",124,"A","0","I",3,512,"Datos De La Tarjeta","",""
"STI",125,"A","0","I",3,512,"Network Managment Information Data","",""
"STI",126,"A","0","I",3,512,"Información Telcos","",""
"STI",127,"A","0","I",0,183,"Verification & Token Data","",""
"MCD",76,"A","","",0,10,"Debits, Number","",""
"MCD",77,"A","","",0,10,"Debits, Rev Number","",""
"MCD",86,"A","","",0,16,"Credits, Amount","",""
"MCD",87,"A","","",0,16,"Credits, Rev Amount","",""
"MCD",88,"A","","",0,16,"Debits, Amount","",""
"MCD",89,"A","","",0,16,"Debits, Rev Amount","",""
"MCD",90,"A","","",0,42,"Original Data Elements","",""
"MCD",91,"A","","",0,1,"File Update Code","",""
"MCD",92,"A","","",0,2,"File Security Code","",""
"MCD",94,"A","","",0,7,"Services Indicator","",""
"MCD",95,"A","","",0,42,"Replace Amount","",""
"MCD",96,"A","","",0,8,"Message Security Code","",""
"MCD",97,"A","","",0,17,"Amount Net Settlement","",""
"MCD",99,"A","","",2,11,"Settl Instit Indentif Code","",""
"MCD",100,"A","","",2,11,"Recv Inst Id Code","",""
"MCD",101,"A","","",2,17,"File Name","",""
"MCD",102,"A","","",2,28,"Account Identification 1","",""
"MCD",103,"A","","",2,28,"Account Identification 2","",""
"MCD",108,"A","","",3,999,"Datos Adicionales TEST","",""
"MCD",112,"A","","",3,100,"Additional Data National Use","",""
"MCD",119,"A","","",3,128,"Reserved For National Use","",""
"MCD",120,"A","","",3,512,"Record Data","","T"
"MCD",121,"A","","",3,64,"Authorizing Agent ID Code","",""
"MCD",122,"A","","",3,999,"Additional Data","",""
"MCD",124,"A","","",3,299,"Member Define Data","",""
"MCD",125,"P","","",0,8,"New Pin data","","T"
"MCD",126,"A","","",3,100,"Private Data","",""
"MCD",127,"A","","",2,100,"Private Data","",""
"NTW",39,"A","0","I",0,2,"Código de Respuesta","",""
"NTW",41,"A","0","I",0,8,"Número de Terminal","",""
"NTW",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"NTW",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"NTW",44,"A","0","I",2,12,"código de autorización adicional","",""
"NTW",46,"A","0","I",2,20,"Datos Adicionales respuesta compra internet","",""
"NTW",47,"A","0","I",3,165,"Datos Adicionales DICOM - Cámara","",""
"NTW",48,"A","0","I",3,70,"Additional Data - Fechas Adicionales","",""
"NTW",49,"A","0","I",0,3,"Moneda usada para la transacción","",""
"NTW",50,"A","0","I",0,3,"Moneda usada para la reconciliación","",""
"NTW",52,"A","0","I",0,16,"Pin o Clave Personal","",""
"NTW",53,"A","0","I",0,16,"Nuevo Pin o Clave","",""
"NTW",54,"A","0","I",3,220,"Montos o Saldos","",""
"NTW",60,"A","0","I",3,999,"Advice/Reversal Reason Code","",""
"NTW",61,"A","0","I",3,999,"Tasa de Interés","",""
"NTW",63,"A","0","I",3,91,"Network data - NO DEFINIDO EN DOC SATIF","",""
"NTW",67,"A","0","I",0,2,"Número de Cuotas","",""
"NTW",70,"A","0","I",0,3,"Network Management Information code","",""
"NTW",90,"A","0","I",0,42,"Original data elements","",""
"NTW",91,"A","0","I",0,1,"File update code","",""
"NTW",95,"A","0","I",0,42,"Replacement Amounts","",""
"NTW",98,"A","0","I",0,25,"Nombre del Emisor","CMR-ARGENTINA",""
"NTW",100,"A","0","I",3,999,"Receiving Institution ID","",""
"NTW",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"NTW",102,"A","0","I",2,28,"Account Identification 1","",""
"NTW",103,"A","0","I",2,28,"Account Identification 2","",""
"NTW",104,"A","0","I",3,100,"Transaction Description","",""
"NTW",105,"A","0","I",3,999,"Large private Data 1 (UPC)","",""
"NTW",106,"A","0","I",3,999,"Large private Data 2 (Compra por internet)","",""
"NTW",107,"A","0","I",3,999,"Large private Data 3 (Campa¦as)","",""
"NTW",108,"A","0","I",3,999,"Información Transacciones Diferidas","",""
"NTW",109,"A","0","I",3,999,"Información de Puntos","",""
"NTW",110,"A","0","I",3,999,"Información de la compra","",""
"NTW",111,"A","0","I",3,999,"Nombre completo","",""
"NTW",112,"A","0","I",3,999,"Indicadores del Cliente y cuenta","",""
"NTW",113,"A","0","I",3,999,"Información adicional cliente 1","",""
"NTW",114,"A","0","I",3,999,"Información de estado de elementos","",""
"NTW",115,"A","0","I",3,999,"RUT Principal","",""
"NTW",116,"A","0","I",3,999,"Número de teléfono","",""
"NTW",117,"A","0","I",3,999,"Datos comunicacion switch vs canales","",""
"NTW",118,"A","0","I",3,999,"Datos de la cuenta","",""
"NTW",119,"A","0","I",3,999,"Datos del cross reference","",""
"NTW",120,"A","0","I",3,999,"Información bancaria y de cheque (DefxCMR)","",""
"NTW",121,"A","0","I",3,999,"Montos Adicionales","",""
"NTW",122,"A","0","I",3,999,"Datos Adicionales","",""
"NTW",123,"A","0","I",3,999,"Reserved Private (AVS data)","",""
"NTW",124,"A","0","I",3,999,"Datos de la tarjeta","",""
"NTW",125,"A","0","I",3,999,"Network Managment Information Data","",""
"NTW",126,"A","0","I",3,999,"Información Telcos","",""
"PT2",1,"A","","",0,16,"Primer Mapa de Bits","",""
"VSP",1,"P","0","I",0,8,"Bit Map, Extendido","",""
"VSP",2,"P","0","I",1,11,"PAN","","S"
"VSP",3,"P","0","I",0,3,"Código de Proceso o Transacción","",""
"VSP",4,"P","0","I",0,6,"Monto, Transacción","",""
"VSP",5,"P","0","I",0,6,"Monto, Settlement","",""
"VSP",6,"P","0","I",0,6,"Monto, moneda del emisor","",""
"VSP",7,"P","0","I",0,5,"Transmisión Date/Time","",""
"VSP",9,"P","0","I",0,4,"Tasa de conversión, settlement","",""
"VSP",10,"P","0","I",0,4,"Conversion Rate, Cardholder Billing.","",""
"VSP",11,"P","0","I",0,3,"System Trace audit. Nro.","",""
"VSP",12,"P","0","I",0,3,"Time, Local Transaction","",""
"VSP",13,"P","0","I",0,2,"Date, Local Transaction","",""
"VSP",14,"P","0","I",0,2,"Date, Expiration","","T"
"VSP",15,"P","0","I",0,2,"Date, Settlement","",""
"VSP",16,"P","0","I",0,2,"Date, Conversion.","",""
"VSP",17,"A","0","I",0,4,"Date Capture","",""
"VSP",18,"P","0","I",0,2,"Tipo de Comercio o Tipo de Terminal usada","",""
"VSP",19,"P","0","I",0,2,"Código de país adquiriente","",""
"VSP",20,"P","0","I",0,2,"PAN Extended, Country Code","",""
"VSP",21,"P","0","I",0,2,"Código del País Emisor","152",""
"VSP",22,"P","0","D",0,2,"Modo de Entrada del PAN y del PIN","",""
"VSP",23,"P","0","I",0,2,"File Record- Action and data","0000",""
"VSP",25,"P","0","I",0,1,"Point of Service Condition Code","",""
"VSP",26,"P","0","I",0,1,"Point Of Service Pin Capture Code","",""
"VSP",27,"A","0","I",0,1,"Reservado POC","",""
"VSP",31,"A","0","I",0,2,"BM031 Indicador POS","",""
"VSP",32,"P","0","I",1,7,"Código de Identif. institución Adquiriente","",""
"VSP",33,"P","0","I",1,7,"Forwarding Institution Code.","",""
"VSP",35,"P","0","I",1,20,"Datos del Track II","","T"
"VSP",37,"A","0","I",0,12,"Número de Referencia","",""
"VSP",38,"A","0","I",0,6,"Código de Autorización","",""
"VSP",39,"A","0","I",0,2,"Código de Respuesta","",""
"VSP",41,"A","0","I",0,8,"Número de Terminal","",""
"VSP",42,"A","0","I",0,15,"Número identificador de la tienda","",""
"VSP",43,"A","0","I",0,40,"Card Aceptor Name/Location","",""
"VSP",44,"A","0","I",1,26,"Private Data.","",""
"VSP",45,"A","0","I",1,77,"Track I                               ^BM045!","","T"
"VSP",48,"A","0","I",1,260,"Dig.Verific /Free Text Msg /Otros...","",""
"VSP",49,"P","0","I",0,2,"Moneda usada para la transacción","",""
"VSP",50,"P","0","I",0,2,"Currency Code, Settlement.","",""
"VSP",51,"P","0","I",0,2,"Currency Code, Cardholder Billing.","",""
"VSP",52,"P","0","I",0,8,"Pin o Clave Personal","","T"
"VSP",53,"P","0","I",0,8,"Nuevo Pin o Clave","",""
"VSP",54,"A","0","I",1,81,"Additional Amounts.","",""
"VSP",55,"A","0","I",1,255,"File Record- Action and data","","        S"
"VSP",59,"A","0","I",1,15,"National POS Geog.Data.","",""
"VSP",60,"A","0","I",1,16,"Member-Calculated IRF.",""," S   S  S"
"VSP",61,"A","0","I",1,19,"Other Amount","",""
"VSP",62,"A","0","I",1,255,"Custom Payment Service.","",""
"VSP",63,"A","0","I",1,255,"Network data",""," S   S    S"
"VSP",67,"A","0","I",0,2,"Número de Cuotas","",""
"VSP",70,"P","0","I",0,2,"Network Management Information code","",""
"VSP",90,"P","0","I",0,21,"Original data elements","",""
"VSP",91,"A","0","I",0,1,"File update code","",""
"VSP",95,"A","0","I",0,42,"Replacement Amounts","",""
"VSP",98,"A","0","I",0,25,"Nombre del Emisor","",""
"VSP",100,"A","0","I",3,50,"Receiving Institution ID","",""
"VSP",101,"A","0","I",3,17,"Nombre del archivo a actualizar","",""
"VSP",102,"A","0","I",2,28,"Identificacion de la cuenta 1","",""
"VSP",103,"A","0","I",2,28,"Identificacion de la cuenta 2","",""
"VSP",104,"A","0","I",3,100,"Descripcion de la transaccion","",""
"VSP",105,"A","0","I",3,512,"Large private Data 1 (UPC)","",""
"VSP",106,"A","0","I",3,512,"Large private Data 2 (Compra por internet)","",""
"VSP",107,"A","0","I",3,50,"Large private Data 3 (Campa¦as)","",""
"VSP",108,"A","0","I",3,10,"Información Transacciones Diferidas","",""
"VSP",109,"A","0","I",3,50,"Información de Puntos","",""
"VSP",110,"A","0","I",3,51,"Información de la compra","",""
"VSP",111,"A","0","I",3,110,"Nombre completo","",""
"VSP",112,"A","0","I",3,20,"Indicadores del Cliente y cuenta","",""
"VSP",113,"A","0","I",3,30,"Información Adicional Cliente 1","",""
"VSP",114,"A","0","I",3,12,"Información De Estado De Elementos","",""
"VSP",115,"A","0","I",3,15,"RUT Principal","",""
"VSP",116,"A","0","I",3,30,"Número De Teléfono","",""
"VSP",117,"A","0","I",3,999,"Datos Comunicación Switch Vs Canales","",""
"VSP",118,"A","0","I",3,512,"Datos De La Cuenta","",""
"VSP",119,"A","0","I",1,16,"Member-Calculated IRF","",""
"VSP",123,"A","0","I",1,255,"Verifiation & Token Data (TLV Format)","",""
"VSP",125,"A","0","I",1,255,"Supporting Information (TLV Format)","",""
"VSP",126,"A","0","I",1,100,"Use Private VISA.","",""
"VSP",127,"A","0","I",1,255,"File Record- Action and data","",""
"MCT",1,"P","0","I",0,8,"Bit Map, Extendido","",""
"MCT",2,"A","0","I",2,19,"PAN","",""
"MCT",3,"A","0","I",0,6,"Código de Proceso o Transacción","",""
"MCT",4,"A","0","I",0,12,"Monto, Transacción","",""
"MCT",5,"A","0","I",0,12,"Monto, Settlement","",""
"MCT",6,"A","0","I",0,12,"Monto, moneda del emisor","",""
"MCT",7,"A","0","I",0,10,"Transmisión Date/Time","",""
"MCT",9,"A","0","I",0,8,"Tasa de conversión, settlement","",""
"MCT",10,"A","0","I",0,8,"Cardholder Billing Conversion","",""
"MCT",11,"A","0","I",0,6,"System Trace audit. Nro.","",""
"MCT",12,"A","0","I",0,6,"Time, Local Transaction","",""
"MCT",13,"A","0","I",0,4,"Date, Local Transaction","",""
"MCT",14,"A","0","I",0,4,"Date, Expiration","",""
"MCT",15,"A","0","I",0,4,"Date, Settlement","",""
"MCT",16,"A","0","I",0,4,"Date, Conversion","",""
"MCT",17,"A","0","I",0,4,"Date Capture","",""
"MCT",18,"A","0","I",0,4,"Tipo de Comercio o Tipo de Terminal usada","",""
"MCT",19,"A","0","I",0,3,"Código de país adquiriente","",""
"MCT",20,"A","0","I",0,3,"PAN Extended, Country Code","",""
"MCT",21,"A","0","I",0,3,"Código del País Emisor","152",""
"MCT",22,"A","0","D",0,3,"Modo de Entrada del PAN y del PIN","",""
"MCT",23,"A","0","I",0,3,"File Record- Action and data","000",""
"MCT",24,"A","0","I",0,3,"Network International ID","",""
"MCT",25,"A","0","I",0,2,"Point of Service Condition Code","",""
"MCT",26,"A","0","I",0,2,"Point Of Service Pin Capture Code","",""
"MCT",27,"A","0","I",0,1,"Authorization ID Response Length","",""
"MCT",28,"A","0","I",0,9,"Amount, Transaction Fee","",""
"MCT",29,"A","0","I",0,9,"Amount, Settlement Fee","",""
"MCT",30,"A","0","I",0,9,"Amount, Transaction Processing Fee","",""
"MCT",31,"A","0","I",0,2,"BM031 Indicador POS","",""
"MCT",32,"A","0","I",2,6,"Código de Identif. institución Adquiriente","",""
"MCT",33,"A","0","I",2,6,"Forwarding Institution Code.","",""
"MCT",34,"A","0","I",2,28,"PAN Extended","",""
"MCT",35,"A","0","I",2,37,"Datos del Track II","",""
"MCT",36,"A","0","I",3,104,"Track 3 Data","",""
"MCT",37,"A","0","I",0,12,"Número de Referencia","",""
"MCT",38,"A","0","I",0,6,"Código de Autorización","",""
"MCT",39,"A","0","I",0,2,"Código de Respuesta","",""
"MCT",40,"A","0","I",0,1,"Prueba","",""
